category,sub_category,title,price,description,brand,sku,dimensions,image_url
Kids Furniture,Kids Nightstands,Dreamy Beech Wood Dresser,"12,900 EGP","Dreamy delightful and practical kids’ dresser is an ideal addition to any child's room. Made from natural beech wood with a smooth, non-toxic finish, it features soft light pink and off-white colors that create a calming and creative atmosphere. Its compact design provides just the right amount of storage for bedtime stories, nightlights, or little treasures, all easily accessible. Whether placed beside a toddler bed or used as a small side table, this piece brings both functionality and a playful charm to modern nurseries and children's spaces.",Little Baby Cribs,LiKiDr30973,L 50 x W 40 x H 60 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/0eWUZlkWt3vvTNKR4W0TcDBbdqsvCXyGFZrgzGuo.webp
Kids Furniture,Kids Nightstands,Eska Commode/ Nightstand / Night Table Simple & Drawer,"4,400 EGP","A nightstand, available in beech or pine wood with a sleek design perfect for toddlers growing into teens. Its elegant legs elevate the piece from simple to functional sophistication. Designed with safety in mind, it includes a drawer stopper and smooth-glide mechanism, making it easy and secure for children of all ages to use.",Misha’s Furniture,MiKiAa12322,W 50 x D 40 x H 43 cm,https://dkq2tfmdsh9ss.cloudfront.net/product-variations/flfu6W4N4zsp6ZEm5WB3WScmI9ADxzQrhlfL5k8F.png
Kids Furniture,Kids Nightstands,Eska Commode/ Nightstand With 1 Drawer,"4,200 EGP",,,,,https://dkq2tfmdsh9ss.cloudfront.net/product-variations/SaYawje90u825uaMsHrewRIUhiaekYMDEAHpQ5dj.png
Kids Furniture,Kids Nightstands,Fantasy Nightstand With 1 Drawer & 1 Shelf,"11,700 EGP","A nightstand with 1 drawer and 1 shelf, featuring a fun and playful design perfect for kids’ rooms. Ideal for storing books, toys, or bedtime essentials.",Ikon Industries,IkKiFa12683,W 62 x D 60 x H 48 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/HeTOTjAvvAQaXVNPm5XI53ZhsBvsxxEwaRCzag1G.png
Kids Furniture,Kids Nightstands,Ova Commode – Minimal Oval Nightstand,"6,500 EGP",,Noun Kids,NoKiOv32978,W 47 cm × D 41 cm × H 62 cm,https://dkq2tfmdsh9ss.cloudfront.net/product-variations/GFMGIp7u99TnQYM0BmBfsHUyemEhKTUwWRMqShyr.jpg
Kids Furniture,Kids Tables & Chairs,Butterfly Chair For Toddlers,"1,990 EGP","A toddler chair with a butterfly inspired design that adds a playful and charming touch to any children’s space. Choose your preferred wood type: beech or pine and the paint color that suits your style. Create your own set by combining multiple butterfly chairs or mixing them with reindeer, round, or square chairs.",Misha’s Furniture,MiDiAa18833,---,https://dkq2tfmdsh9ss.cloudfront.net/products/MxTlD47FDxctDq69Oulm7UA8gGdlS5VhkliJPezF.png
Kids Furniture,Kids Tables & Chairs,Chalkboard Round Table With Slanted Wooden Legs,"4,200 EGP","A round chalkboard table for kids, designed for creativity and fun. The black tabletop allows children to draw and write with chalk, while the slanted wooden legs add stability and a playful touch, perfect for playrooms, bedrooms, or classrooms.",Misha’s Furniture,MiKiAa12369,D 80 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/Kry8WAUln99fMC30KtmicXxYu3UnKvrxyG0tgWby.png
Kids Furniture,Kids Tables & Chairs,Chalkboard Square Table With Slanted Wooden Legs,"4,200 EGP","A square chalkboard table for kids, designed for creativity and fun. The black tabletop allows children to draw and write with chalk, while the slanted wooden legs add stability and a playful touch, perfect for playrooms, bedrooms, or classrooms.",Misha’s Furniture,MiKiAa12368,---,https://dkq2tfmdsh9ss.cloudfront.net/products/hXmOJUoHR5hFwpB6nwAcjbRImJCyHkClUPW7zXse.png
Kids Furniture,Kids Tables & Chairs,Double Faced Play Table Chalk/White Board,"5,000 EGP","This double-faced table features a black chalkboard on one side and a plain whiteboard on the other, giving children the freedom to draw, write, and explore. Lightweight and easy to flip, it includes hidden storage under the board for chalk and markers. Also functions perfectly as a desk for toddlers.",Misha’s Furniture,MiKiAa17027,W 80 X D 50.5 X H 54,https://dkq2tfmdsh9ss.cloudfront.net/products/nu2gcBVbR0DER17MTAe9smueSC6qe1RUGuFpVRiL.jpg
Kids Furniture,Kids Tables & Chairs,Kids Bamboo Chair – Natural Bamboo & Rattan,"7,800 EGP",,Malina Boho Chic,MaKiCh33405,Chair height: 60–65 cm Leg height: 30–35 cm Seat diameter: 35–40 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/PONaz8qRahxR7UAhWvlihKqATB9MV7BXMImYTDP4.jpg
Kids Furniture,Kids Tables & Chairs,Kids Picnic Table With Table & Two Seats,"10,200 EGP","Kids picnic table with an attached tabletop and two benches, crafted from durable wood for long-lasting use. Perfect for outdoor play, snack time, or arts and crafts, it combines sturdy structure with child-friendly design.",The Picnic Table Factory,ThKiKi20206,W 90 X L 100 X H 50 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/XdlRPKfKNmZdY0TikfkAOHbGzZaUq6Y0mLN06KJy.webp
Kids Furniture,Kids Tables & Chairs,Pebble Stool – Playful Kids’ Seat,"10,500 EGP",,,,,https://dkq2tfmdsh9ss.cloudfront.net/product-variations/ZkuTxaK47pITgEbsB9bDc3eM5Nhlev0qJji6P2nY.webp
Kids Furniture,Kids Tables & Chairs,Pebble Table – Organic Kids’ Table,"12,000 EGP",,Noun Kids,NoKiPe32924,W 89 cm × D 54 cm × H 47 cm,https://dkq2tfmdsh9ss.cloudfront.net/product-variations/lSYcZ724OVXUyCZNLb6D9yNR9JI17SWanVgVt6Gy.jpg
Kids Furniture,Kids Tables & Chairs,Rabbit Chair In Pine Wood,"1,990 EGP","A toddler chair with a bunny ear-inspired design that adds a playful and charming touch to any children’s space. Choose your preferred wood type: beech or pine and the paint color that suits your style. Create your own set by combining multiple rabbit chairs or mixing them with reindeer, round, or square chairs. Don’t forget to complete the theme with the rabbit mirror and rabbit shelf.",Misha’s Furniture,MiKiAa27136,W 35 X D 35 X H 60 cm \ 30 cm seat height,https://dkq2tfmdsh9ss.cloudfront.net/products/CuScK9qrfD9Kbop8wxKBaJlImh6VGX0XeltrNII1.jpg
Kids Furniture,Kids Tables & Chairs,Reindeer Chair In Beech\Pine Wood,"1,990 EGP","A toddler chair with a reindeer -inspired design that adds a playful and charming touch to any children’s space. Choose your preferred wood type: beech or pine and the paint color that suits your style. Create your own set by combining multiple reindeer chairs or mixing them with rabbit, round, or square chairs. Don’t forget to complete the theme with the rabbit mirror and rabbit shelf.",Misha’s Furniture,MiKiAa12370,W 35 X D 35 X H 60 cm and 30 cm seat height,https://dkq2tfmdsh9ss.cloudfront.net/product-variations/UIKoOTPxa5UpQnHPJY7MM0FLHNhmnySDCQuCHMc8.png
Kids Furniture,Kids Tables & Chairs,Round Table In Beech\Pine Wood With Slanted Legs,"4,200 EGP","A simple round activity table for toddlers, perfect for play, crafts, and learning. Choose your preferred wood—beech/ pine and your favorite color. Pair it with our matching rabbit, reindeer, round, or square chairs for a complete set.",Misha’s Furniture,MiKiAa12367,W 80 X D 80 X H 50 cm,https://dkq2tfmdsh9ss.cloudfront.net/product-variations/wgQHcbUbio57AXZFi3Gn1ZX9nNXOdjx76h7deaFs.png
Kids Furniture,Kids Tables & Chairs,Simple Round Chair In Pine Wood,"1,700 EGP","A toddler chair with a round design that adds a playful and charming touch to any children’s space. Choose your preferred wood type: beech or pine and the paint color that suits your style. Create your own set by combining it with rabbit, square chairs. Don’t forget to complete the theme with the rabbit mirror and rabbit shelf.",Misha’s Furniture,MiKiAa12372,W 35 X D 35 X H 30 cm,https://dkq2tfmdsh9ss.cloudfront.net/product-variations/ozOxqtha00cikSqjhEpN8IowRtQAZF54b8quZbCk.png
Kids Furniture,Kids Tables & Chairs,Simple Square Chair In Beech\Pine Wood,"1,700 EGP","A toddler chair with a square design that adds a playful and charming touch to any children’s space. Choose your preferred wood type: beech or pine and the paint color that suits your style. Create your own set by combining it with rabbit, round chairs. Don’t forget to complete the theme with the rabbit mirror and rabbit shelf.",Misha’s Furniture,MiKiAa12373,W 35 X D 35 X H 30 cm,https://dkq2tfmdsh9ss.cloudfront.net/product-variations/JFKHkYdEaYKqvsGi7w6Q3s7r4bK0LRpfiRcpPmIY.png
Kids Furniture,Kids Tables & Chairs,Square Table In Beech\Pine Wood With Slanted Legs,"4,200 EGP","A simple square activity table for toddlers, perfect for play, crafts, and learning. Choose your preferred wood: beech/ pine and your favorite color. Pair it with our matching rabbit, reindeer, round, or square chairs for a complete set.",Misha’s Furniture,MiKiAa12366,W 80 X D 80 X H 50 cm,https://dkq2tfmdsh9ss.cloudfront.net/product-variations/vJTSFudGfJZPW61m5RyypmnX5llYOHtEFFjMHuZZ.png
Kids Furniture,Kids Tables & Chairs,Whisper Convertible Chair – Kids’ Chair & Bed,"18,000 EGP",,Noun Kids,NoKiWh32897,"Internal Dimensions: W 72 cm, D 64 cm, H 41 cm External Dimensions: W 72 cm, D 143 cm, H 41 cm",https://dkq2tfmdsh9ss.cloudfront.net/products/Ne4xfn3eQVZ9sOdkFa7CnJOa8pjGeetnj6GECvW7.webp
Kids Furniture,Kids Tables & Chairs,Willow Table – Round Kids Table,"12,000 EGP",,Noun Kids,NoKiWi32914,W 75 × D 75 cm × H 40 cm,https://dkq2tfmdsh9ss.cloudfront.net/product-variations/oDc0K60aeEPIl0APgNCLb2AnbKiWrkgKAL6pNCW3.webp
Kids Furniture,Kids Tables & Chairs,Wonder Table – Cloud Kids’ Table,"12,000 EGP",,Noun Kids,NoKiWo32913,W 74 cm × D 58 cm × H 40 cm,https://dkq2tfmdsh9ss.cloudfront.net/product-variations/1b5Zy9OMJn8VD53lcIZaNgtuWsBve4F8uUqBD4IU.webp
Kitchen & Dining,Table Linens,6 Napkin Linen Ecru Orchard Tree Aqua,"1,500 EGP",6 Napkin Linen Ecru Orchard Tree Aqua,Malaika,MaTa6 29400,50x50 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/jpdW6WtO9ourSiMcJelcYrBMYaNJ5TqQADG2UXEb.jpg
Kitchen & Dining,Table Linens,A Touch of Sunshine Placemat,250 EGP,,Kairo Knots,KaDeA 32655,45 x 30 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/eUlZ9fQIBklTRE3u29z1XddtMeKrG8APzOFdf67b.jpg
Kitchen & Dining,Table Linens,Afandina Placemat,425 EGP,"A set of two placemats with unique patterns and designs that add a touch of luxury and elegance to your table. The placemats are rectangular and made of 100% polyester. Care instructions: machine washable at temperatures up to 40°C, do not bleach, and can be ironed up to 150°C.",Knana,KnSeAf19003,35 x 50 cm\ weight: 220 gm,https://dkq2tfmdsh9ss.cloudfront.net/products/TgNTQK5DHIGtzbeDVn6Nu5uZHUneWIyHQpLLpNpG.webp
Kitchen & Dining,Table Linens,Afandina Tablecloth,"2,600 EGP","A table cloth with distinctive patterns and motifs that adds a touch of elegance and sophistication to your table. The runner is rectangular and made of 100% polyester. Care instructions: machine washable at temperatures up to 40°C, do not use bleach, and it can be ironed at up to 150°C.",Knana,KnTaAf7022,W 240 x H 145 m \ weight: 930 gm,https://dkq2tfmdsh9ss.cloudfront.net/products/6QOigS4O5JIIg6cmwCGgw4zNIE9NTlDrBHbrotj6.webp
Kitchen & Dining,Table Linens,Afnan Tablecloth,"2,600 EGP","A table runner featuring beige and turquoise patterns and motifs that add a touch of elegance and sophistication to your table. The runner is rectangular and made of 100% polyester. Care instructions: machine washable at temperatures up to 40°C, do not use bleach, and it can be ironed at up to 150°C.",Knana,KnTaAf7024,W 240 x L 145 m,https://dkq2tfmdsh9ss.cloudfront.net/products/nx3JuNxTpCE88BqldQZltDI90laNJ1GO5jOadWgZ.jpg
Kitchen & Dining,Table Linens,Aqua Paisley Cotton Napkin (Set of 2),400 EGP,,Nillens,NiTaAq33136,36cm x 40cm,https://dkq2tfmdsh9ss.cloudfront.net/products/RTxlaaJ3trWjJfjjKJKzZbQOJvpYFPPxHK44RneU.png
Kitchen & Dining,Table Linens,Aqua Paisley Cotton Tablecloth,"1,500 EGP","Rectangular cotton tablecloth with vibrant aqua paisley prints, adding a touch of elegance to your dining space. Crafted from high-quality, durable cotton, it is machine washable for easy maintenance, making it perfect for everyday use. Proudly made in Egypt.",Nillens,NiTa A27426,145 x 250 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/xypQbbEmQkN6si7PdZHmiij1Lu1owexQRrqGhTBf.png
Kitchen & Dining,Table Linens,Beige Linen Tablecloth,"3,900 EGP","Tablecloth made from pure linen in a soft beige tone, designed for practical and stylish everyday use. It’s machine washable and becomes softer with every wash. Perfect for dining tables, breakfast nooks, or outdoor meals.",Nillens,NiTaBe13823,170 x 300 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/7eEmoUaTNfEDXZAZMqMyh2BTjZh9snK2btVDkQHX.png
Kitchen & Dining,Table Linens,Black Placemat,153 EGP,"This placemat is extremely durable, stain-resistant, and soft to the touch. Beautifully handcrafted with detailed stitching, each piece is unique. Easy to clean—just wipe spills immediately with a clean cloth or paper towel. A dry environment helps extend its life. The woven design also effectively protects your tabletop from heat and scratches.",Home Pro,HoDiBl25684,35 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/6756d1f4d05f0.jpg
Kitchen & Dining,Table Linens,Blue Lotus Linen Tablecloth,"3,900 EGP","Details Care Instructions Patterned with contemporary prints, this rectangular, cotton-linen tablecloth is machine washable for everyday use.  - Cotton-linen blend fabric with a printed design - 300cm x 170cm - Made in Egypt - Machine washable  Our products have been designed to stand up to use and stay beautiful. Properly treated, they will give enjoyment for a long time.  Machine wash warm on gentle (40 degrees or less). Use a small quantity of detergent. Do not soak. Tumble dry low. Warm iron as needed.",Nillens,NiTaBl13826,170 x 300 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/RoZQWBeDkOxOHsSMbmuaaEkSpgO3Jfy3WYaIANGk.png
Kitchen & Dining,Table Linens,Blue Palm Cutlery Holder Set,580 EGP,"A cutlery holder set made from 100% canvas cotton, featuring elegant machine embroidery. Sold as a set of 6, these holders are machine washable and easy to iron. Perfect for organizing utensils at everyday meals or special gatherings.",TICA'S,TITaBl24969,22 × 11 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/InqdZFryhWaXMYOOsVZEUS5NPRrcttV9Qi2rKUJG.jpg
Kitchen & Dining,Table Linens,Blue Palm Placemats Set,"1,050 EGP","A set of 6 table placemats made from 100% canvas cotton, featuring refined machine embroidery. These placemats are machine washable and easy to iron, combining durability with elegant design—perfect for everyday meals or formal dining settings.",TICA'S,TITaBl24970,46 × 33 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/HV5nV5OhGdgxDWy3FdZM1hPphpcN3CGkqMreZvoG.jpg
Kitchen & Dining,Table Linens,Calligraphy Linen Tablecloth,"3,900 EGP","A tablecloth patterned with contemporary prints of Arabic calligraphy, crafted from a cotton-linen blend. Its rectangular shape and machine-washable fabric make it perfect for everyday dining.",Nillens,NiDiCa24584,170 x 300 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/PRtJ5UEcdMLoujkp5TQTixCCKWhUnwpD4NrPYZJX.png
Kitchen & Dining,Table Linens,Citrus Dream Placemat Set,"1,250 EGP","A set of 6 table placemats made from 100% canvas cotton, featuring refined machine embroidery. These placemats are machine washable and easy to iron, combining durability with elegant design—perfect for everyday meals or formal dining settings.",TICA'S,TITaCi24963,46 × 33 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/bXtZ54o7hfx3BFURGsmFpoWb3Tzx3WtLMf3n5RJO.jpg
Kitchen & Dining,Table Linens,Citrus Dream Table Runner,825 EGP,"A table runner made from 100% canvas cotton, featuring elegant machine embroidery. It is machine washable and easy to iron, combining refined style with everyday practicality, ideal for both casual dining and special occasions.",TICA'S,TITaCi24959,170 × 45 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/XDaokSCZ1TSq8NQTNWaEx5MMCuQENsTCJcGeBH3X.jpg
Kitchen & Dining,Table Linens,Coastal Escape Placemat Set,"1,350 EGP",,Kairo Knots,KaDeCo32615,6 placemats,https://dkq2tfmdsh9ss.cloudfront.net/products/cd7oLEjCGc0d7aYJZ4qJ2JRrrWVdhwQCHg3yiejc.png
Kitchen & Dining,Table Linens,Coral Striped Table Cloth,"2,280 EGP",,Masreya Quilts,MaTaCo33091,250 x 150 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/uJbA4hrWvDOxwKNw8nl0vv45wYMq9bqI8qfVH4bp.jpg
Kitchen & Dining,Table Linens,Duck Placemat,450 EGP,"A circular handmade placemats crafted from palm leaves, adorned in a charming duck and lotus design. These mats will keep your table safe from scratches and spills.",Room No9,RoDiDu30314,approx. D 38 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/INkbkbj1d2K6l89Usny9c0DfBVNp00NCzf29L3m4.webp
Kitchen & Dining,Table Linens,Egnite Waterproof BBQ Table Cover,"2,500 EGP","This waterproof BBQ table cover is designed to protect your outdoor table from spills, grease, and weather elements. Made from durable, easy-to-clean material, it's perfect for barbecues, picnics, and garden gatherings. It ensures your table stays clean and stylish throughout your event.",Egnite,EgSeEG22833,WE HAVE 3 SIZES \ 120 CM x 105 CM\ 130 CM x 130 CM\ 120 CM x 200 CM,https://dkq2tfmdsh9ss.cloudfront.net/products/5G0ewpwAdusCePRWvw9yxlksBdbRzKn4tANYK3oI.png
Kitchen & Dining,Table Linens,El Haramelk Cotton Table Cloth,"4,930 EGP",,Masreya Quilts,MaTaEl25113,160 x 250 cm,https://dkq2tfmdsh9ss.cloudfront.net/product-variations/w9h3d6Mo6NAVQQVbi3rLJkBsw79R8M5rBpyBvBly.webp
Kitchen & Dining,Table Linens,Elbharamelk In Table Cloth,"2,960 EGP","Exquisite hand-printed cotton green tablecloth made from 100% premium cotton, perfect for adding artisanal charm to your dining experience. For best care, wash on a delicate cycle with cold water, avoid using a tumble dryer, and do not use bleach.",Masreya Quilts,MaTaEl27253,150 cm x 150 cm.,https://dkq2tfmdsh9ss.cloudfront.net/products/2Ge1aH3WGBJcYe9ktIbeMNPt3MQDZ7oOrSKcYWcd.jpg
Kitchen & Dining,Table Linens,Embroidered wave placemats,"1,600 EGP",,Masreya Quilts,MaTaEm32993,Dia. 38 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/qTjdcvCQ6a9CagebHNO4L4bM7F89w8rWzXlIhhTx.png
Kitchen & Dining,Table Linens,Fall Wreath Placemats Set,"1,250 EGP",100% cotton Machine embroidered Machine washable Sold as a set of 6 Material type: Canvas cotton. Easy to wash & iron.,TICA'S,TITaFa24945,Diameter: 37 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/laSHP6EeO8YVWZb2JjdiU3krMS1wExpNu1W0VvK3.jpg
Kitchen & Dining,Table Linens,Fall Wreath Table Runner,825 EGP,"A table runner made from 100% canvas cotton, featuring elegant machine embroidery. It is machine washable and easy to iron, combining refined style with everyday practicality, ideal for both casual dining and special occasions.",TICA'S,TITaFa24946,170 × 45 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/zkZczk75QweqDMCkvydIModT17B4KdgLsBqgc09w.jpg
Kitchen & Dining,Table Linens,Fallen Leaves Sage Table Cloth,"4,930 EGP",,Masreya Quilts,MaTaFa28646,160 x 250 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/o18nVfYFwxr9nWzHYATsGAvDdi8pxmvHjjdDoo20.jpg
Kitchen & Dining,Table Linens,Fish Placemat,450 EGP,"A circular handmade placemats crafted from palm leaves, adorned in a charming fish designs. These mats will keep your table safe from scratches and spills.",Room No9,RoDiFi30310,approx. D 38 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/aBORwcbz0IMh8l0KnQL1bV1Fa4FaUEGEnSHGBejm.webp
Kitchen & Dining,Table Linens,Forest Green Napkins (Set of 2),400 EGP,"Set of 2 napkins made from 100% linen, offering a natural texture perfect for everyday use. Soft, durable, and machine washable, they add a refined touch to any table setting. Made in Egypt.",Nillens,NiTaFo25002,45 x 45 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/pMAKdX8oC44v3G9uTvuIGDBy2tlqqDFQP6D4lYhs.png
Kitchen & Dining,Table Linens,Forest Leaves Linen Tablecloth,"3,900 EGP","Details Care Instructions Patterned with contemporary prints, this rectangular, cotton-linen tablecloth is machine washable for everyday use.  - Cotton-linen blend fabric with a printed design - 300cm x 170cm - Made in Egypt - Machine washable  Our products have been designed to stand up to use and stay beautiful. Properly treated, they will give enjoyment for a long time.  Machine wash warm on gentle (40 degrees or less). Use a small quantity of detergent. Do not soak. Tumble dry low. Warm iron as needed.",Nillens,NiTaFo13828,- 300cm x 170cm,https://dkq2tfmdsh9ss.cloudfront.net/products/KkZZfGeOA6j3HfQ8AO1z8OwRZhwE4U2L3Kb1ExDI.png
Kitchen & Dining,Table Linens,Fringe Jute Placemat,195 EGP,"A round jute placemat with stylish fringe and an elegant design that enhances any dining table. Both durable and versatile, it protects your surfaces while bringing a rustic charm to everyday meals and special occasions.",Khoos,KhDi F25198,37 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/Af77Tnkh6cZBIUbkRlAJSkl2r0DC8oR7T77spHV6.webp
Kitchen & Dining,Table Linens,Fustat Runner,760 EGP,"A table runner featuring blue and sky blue patterns and motifs that add a touch of elegance and refinement to your table. The runner is rectangular and made of 100% polyester. Care instructions: machine washable at temperatures up to 40°C, do not use bleach, and it can be ironed at up to 150°C.",Knana,KnTaFu29388,Height: 160cm Width: 40cm,https://dkq2tfmdsh9ss.cloudfront.net/products/Q8gyiNNUn3lAPsUvBoJuzg5DQU41YIRSHkDVs0eH.webp
